,Text
5405,"Notre article, le premier à rapporter des résultats pour la bithérapie hydroxychloroquine+azithromycine, a été cité plus de 1800 fois (cf Google Scholar). Suite à des commentaires publiés par Elsevier, nous avons souhaité apporter la réponse suivante :
https://t.co/tEnauG6N08"
5406,"@TomFitton Why hasn't the White House Coronavirus Task Force started recommending hydroxychloroquine? It is the only medication that is highly effective at decreasing severity of infection, number of hospitalizations and number of deaths. @POTUS @VP @WhiteHouse @PressSec @PeterNavarro45"
5407,"Shinnyo-en in Singapore supports national movement to sew masks for migrant workers at higher risk of COVID-19 infection. The story is in our news section. https://t.co/IhmV9WGUiH

#namushinnyo #hopeandcourage #shinnyo #shareyourshinnyo  #harmony #kindness #covid19 #singapore https://t.co/f7BRFuwXRQ"
5408,"Top 5 Infectious Diseases EMR &amp; PM Software 2020
https://t.co/ZJfR6TiEWn
#EMRFinder #healthcare #healthcareIT #medtwitter #digitalhealth #healthIT #doctors #Infection #COVID19"
5409,"A major challenge resisting #covid19 has been to truly adapt epidemiology &amp; immunology collectively..

Going forward places may show higher infection rates at home among locked down families than outside, in places.. long thought!

How do humans come to think like the virus?"
5410,"@realDonaldTrump @SenSchumer @SenatorMenendez @SenateDems

Mr Trump I hate to break it to you but the Dems have not locked things down again to interfere with the election, it's locked again because American Lives Matter and infection rates sky rocketed! Stop this insane rhetoric"
5411,"Hydroxychloroquine shows no substantial antiviral activity in cynomolgus macaques infected with SARS-CoV-2 regardless of the timing of treatment initiation, either before infection, soon after infection or late after infection, according to a Nature paper. https://t.co/jwVs7Aj9HI https://t.co/rzKrSFqur3"
5412,Plz cancel bhu final year exams. students live in different states and it'smore risky to travel interstate.we want assurance of medical facility and promotion of students if they came and caught up by infection due to exams.@bhupro @PMOIndia @ugc_india @HRDMinistry @VCofficeBHU
5413,@washingtonpost Solution is simple issue a mandate that schools can reopen when they have less than one new Covid 19 infection per week for one month. Lots of parents and schools will go for it and schools can open safely. That’s what European countries did.
5414,"Trump announces that the White House is starting to form a ‘strategy’ for COVID-19 six months after first infection
 https://t.co/uCeIapxync"
5415,"@prowl82 @GodHelpus1967 @sainsburys No, I said they aren't doing much to protect you from infection. Much like a handkerchief helps prevent you spreading a cold when you sneeze, a mask helps prevent transmission when you are an asymptomatic carrier.

I'm sorry about your inability to process information."
5416,#Trumpvirus Vote like hell this November to clear the country of this nasty infection of failed leadership https://t.co/wyy239vNJl
5417,@AiLk92 わはあああ(  ;ᯅ;  )吐血ﾁｬﾝまでありがたや~~🙏🏻
5418,"Speaking of Trump’s America and McMaster’s South Carolina.

I Wonder how the  Coronavirus Rapid Infection Motorcycle Event in South Carolina  or CRIMEinSC  went?

We’ll know in a few days when the Coronavirus numbers are posted"
5419,rt if u got the one direction infection ❤️
5420,"There have been many stories of people getting re-infected by SARS-COV-2, but they appear to be the same infection, just a drawn out illness. Great thread @DrEricDing on @apoorva_nyc's recent  NYT article that explains it all. https://t.co/CBcxRhbFki"
5421,just got my test results back and unfortunately i have tested positive for the one direction infection
5422,"At least 3 million taxpayers have had no govt support or very or little, since the pandemic. Many changed jobs to further their careers. But you’re not doing anything about that though are you ??
@RishiSunak 
#newstarterjustice #excludeduk https://t.co/zk3F60EOge"
5423,"DJ Fresh's Press Statement is so long!!!
 I tried to read it, but we are in the middle of a pandemic.
 I might just die between Paragraph 5 and Paragraph 86.
So I just... https://t.co/4KNfwICLct"
5424,"Now a new #pandemic will begin where both #Teachers and #Students (especially their parents also) will suffer badly. Colleges, schools, and most of the coaching institutes will earn their pockets in the name of this pandemic. The name of this pandemic is - #Onlineclass . https://t.co/FSumtBz0Vg"
5425,"""If You’re Reading This It’s Too Late"",
but better to read this too late than being unprepared for another pandemic next time.
https://t.co/cGaRmhZYLB"
5426,"I can feel myself being so annoying because all I do is complain about work, but like, working during a pandemic is so frustrating and I’m struggling to adjust to it tbh."
5427,"We’re proud to champion racial justice and equality with @LoveHasNo_ today and every day. With an uptick in racism against Asian and Pacific Islander communities since the pandemic began, learn how you can help #FightVirusBias! https://t.co/ckPgX5RGoF"
5428,"During the COVID-19 pandemic, confusion over what is scientific fact &amp; what is fiction is leading to a proliferation of misinformation. @CaulfieldTim explains why people are so attracted to misinformation &amp; what the real harm is in #UofTMed magazine ➡️https://t.co/tFxAko3Tpe https://t.co/O9ebUZ2L7P"
5429,"Whats shocking is President never made getting tested mandatory/or encourage it at federal level,instead he allowed states 2 handle it themselves cause he spent all FEMA aid/exhausted resources/started tradewars/facilitated outbreaks/allowed mass shootings/race wars 4 pandemic https://t.co/25G6ceEKmN"
5430,"Seeing the way some people are behaving these days, it's hard to believe we're still in the midst of a pandemic. 

And when I say ""some people"", I mostly mean politicians."
5431,"“We have a lot of regrets,"" @BillGates says about how the U.S. has responded to the coronavirus pandemic. ""But we do have innovations in the pipeline that should reduce the death rate and eventually by the end of next year get us out of this terrible situation.” https://t.co/8sNrcY69EQ"
5432,"Pandemic management seems to be led by business. Bars, shops, restaurants etc. all going above and beyond to enact social distancing and contact tracing. Apart from asking them to do this, the state appears to be doing very little at the minute – just offering mixed messages."
5433,"Even this is likely off by a few points. I wouldn't be surprised to see DeSantis underwater on his handling of the pandemic, especially with this recent surge in cases and now deaths, but not by 11%.
https://t.co/XZ0LOx7aXE"
5434,@txtravelnews are y’all lobbying for travel management companies and travel agents during this pandemic and fallout from the shutdown? We need help!
5435,".@hmshost, during a PANDEMIC, won't let their workers vote for their union &amp; are now accused of retaliation against those same workers. This is right here at @MCO. To our elected officials, you can stand with our workers or with corporations. https://t.co/AUEzYJbhtW"
5436,"5-The president encouraging &amp; failing to quash the “truthers”
6-Unwillingness to call for &amp; encourage mask mandate
7-Not taking 3-4 week hard shut down
8-Defunding testing/testing sites
9-Not funding contact tracing
10-Eliminating pandemic response teams
 11-Leaving bars open 14/"
5437,"Ramaphosa: I am still convinced that we will overcome this pandemic. 
#Covid19SA"
5438,Do you want a furry friend to keep you company during the pandemic? Ingham County Animal Control and Shelter is reducing adoption fees for adult cats and kittens. https://t.co/92sAcopoD8
5439,"It isn’t enough to beat coronavirus. We have a responsibility to learn from our mistakes so we can be better prepared in the future.

@SenFeinstein and I introduced a bill to ensure a comprehensive review of the action—and inaction—that led to this crisis:
https://t.co/ieojdz52Ye"
5440,"BREAKING: 1.41 million Americans filed for unemployment for the first time last week, while continuing claims fell to 16.2 million.

More than 52 million Americans have now filed for unemployment since the coronavirus pandemic began. #WakeUpWithCheddar https://t.co/THtn7Vz3qh"
5441,Global Webinar Series organized by Entrepreneurship  Hub of Kalyani University on Entrepreneurship beyond Covid 19 Pandemic. World leaders. Stay tuned.
5442,@JamieWa74118558 @txsgntlmn @KeenanThe1st @chicagosmayor https://t.co/ibeW1RT72P
5443,"@MikeSonko us working closely with the health ministry to ensure that Nairobi is well prepared to fight Covid Pandemic 
#WhyTheyHateSonko https://t.co/OnuaIG4CKl"
5444,"@Rosie Trump is seriously mentally ill.  His total failure of leadership with a raging pandemic and an economy headed to depression, and he is rage tweeting about Barack Obama.  It’s clear his taxes would completely expose him for what he is. @washingtonpost @harvardiop @davidaxelrod"
5445,"Wasn’t niggas flipping toliet paper, gloves and smuggling masks in their basement and being raided my the FBI a couple months ago in a PANDEMIC? lol come on this whole bag issue isn’t a big deal. Niggas have done worse."
5446,"So Biden says all Asians look alike?  But Trump is the ""racist""?

https://t.co/uFOcC3k6P0"
5447,"I’m sad to be saying this: Global economic response to #Covid19 pandemic will likely cause the #CrashOfMoney, #BigReset &amp; #Jubilee.
—&gt; Great for #Bitcoin.

Record government &amp; corporate debt risks ‘tipping point’ after pandemic passes - The Washington Post https://t.co/wxDvXYUwPM"
